,user_id,event_id,event_name,clicks_count
287010,749aa741c331388b67d8372fc09897c4,1399643,Публичная лекция «Doc.урок». От фильма к жизни»,1
287011,749aa741c331388b67d8372fc09897c4,1414649,Спектакль «Семейка Аддамс»,2
287012,749aa741c331388b67d8372fc09897c4,1435598,Спектакль «Новеченто (1900-й)»,1
287064,74a0f32020156b2ad045a3ea801190b1,235544,Спектакль «Алые паруса»,1
287158,74aa2885c7f3f4e65e1a899be1dada7c,1299075,Спектакль «Мы»,3
287162,74aaca7d1327d039b25fba270734e90d,235544,Спектакль «Алые паруса»,1
287163,74aaca7d1327d039b25fba270734e90d,861963,Спектакль «Винил»,1
287164,74aaca7d1327d039b25fba270734e90d,1013207,Балет «Лебединое озеро»,1
287165,74aaca7d1327d039b25fba270734e90d,1449672,Спектакль «Бременские музыканты»,1
287178,74ae75e596135a60060e03a2e488d761,1414649,Спектакль «Семейка Аддамс»,1
287264,74baa56168d317462d0e82e8f99955d4,1414649,Спектакль «Семейка Аддамс»,1
287302,74bf76da329d6a4945b05c7c9cdb065f,1337731,Спектакль «Жребий»,1
287324,74c13f6ffa3445f66653d4994ffe816f,1397048,Концерт пианиста Реми Женье,2
287337,74c4829d835aeb7d4df86ce9c90cede7,720601,Спектакль «Дракула»,3
287338,74c4829d835aeb7d4df86ce9c90cede7,1013207,Балет «Лебединое озеро»,1
287339,74c4829d835aeb7d4df86ce9c90cede7,1278752,Спектакль Tolstoy,1
287340,74c4829d835aeb7d4df86ce9c90cede7,1279587,Спектакль «Я вижу солнце»,1
287341,74c4829d835aeb7d4df86ce9c90cede7,1287177,Спектакль «Мертвые души»,2
287342,74c4829d835aeb7d4df86ce9c90cede7,1312327,Вечер балета,1
287343,74c4829d835aeb7d4df86ce9c90cede7,1396527,Спектакль «Раскольников»,1
287344,74c4829d835aeb7d4df86ce9c90cede7,1414649,Спектакль «Семейка Аддамс»,1
287770,74f253504752daaecd1474359e495cd2,1418039,Концерт «Вивальди. Времена танго»,1
288140,7513e4d45643f8a2554c015e0143a8a6,1430419,Спектакль «Папа»,1
288141,7513e4d45643f8a2554c015e0143a8a6,1430452,Спектакль «Отцы и дети»,2
288147,7514d9b76d675867bdb513e8690a9166,1291307,Обзорная экскурсия «Дом Мешкова. Второй этаж»,2
288214,751a7aec3462430ff0bf8e25a87f7543,1343520,Спектакль «Эти свободные бабочки»,2
288216,751ae8f30cf55f2b25c52bd53b67f9ee,491666,Спектакль «Женитьба»,1
288448,75326be6d05b357a2e4f242aaff4778b,473942,Спектакль «Анна Каренина»,2
288449,75326be6d05b357a2e4f242aaff4778b,491666,Спектакль «Женитьба»,2
288450,75326be6d05b357a2e4f242aaff4778b,720601,Спектакль «Дракула»,1
288451,75326be6d05b357a2e4f242aaff4778b,1287177,Спектакль «Мертвые души»,1
288452,75326be6d05b357a2e4f242aaff4778b,1287213,Спектакль «Преступление и наказание»,3
288453,75326be6d05b357a2e4f242aaff4778b,1340426,Программа «Заповедная школа»,1
288565,753fe19bd913c687f270609d5090eb92,491666,Спектакль «Женитьба»,1
288593,7544af76a77f91a26a56dc9b78ee9110,836562,Спектакль «Веселые похороны»,2
288758,7550bd6c5be4094d1d25b6a41b5f20e0,491666,Спектакль «Женитьба»,6
288759,7550bd6c5be4094d1d25b6a41b5f20e0,720601,Спектакль «Дракула»,1
