,user_id,event_id,event_name,clicks_count
366982,94d0b673737897afd351ece46feffc2b,1244781,Спектакль «Полет над гнездом кукушки»,4
366983,94d0b673737897afd351ece46feffc2b,1320823,Спектакль «Завтра была война»,1
367079,94d9d811e9916a9f24f77237fae55d0b,1429500,Спектакль «Ромео и Джульетта»,1
367080,94d9d811e9916a9f24f77237fae55d0b,1437330,Концерт Алексея Набиулина,1
367081,94d9d811e9916a9f24f77237fae55d0b,1445642,"Концерт «Ты, Моцарт, бог!»",1
367115,94dd80c4930f2dc35771465756808d4d,10600,Спектакль «Щелкунчик»,2
367116,94dd80c4930f2dc35771465756808d4d,1350091,Спектакль «История Кая и Герды»,3
367566,950c490b33cb6b19315b82507504f915,472495,Спектакль «Касатка»,5
367567,950c490b33cb6b19315b82507504f915,1244781,Спектакль «Полет над гнездом кукушки»,3
367568,950c490b33cb6b19315b82507504f915,1244954,Спектакль «Вот так и живем»,1
367569,950c490b33cb6b19315b82507504f915,1244986,Спектакль «Не покидай меня»,1
367570,950c490b33cb6b19315b82507504f915,1245002,Спектакль «История лошади»,1
367571,950c490b33cb6b19315b82507504f915,1320823,Спектакль «Завтра была война»,1
367572,950c490b33cb6b19315b82507504f915,1320889,Спектакль «Алые паруса»,1
367709,951a2ff6fd7d2aa9e2728f20e67d9924,1244781,Спектакль «Полет над гнездом кукушки»,1
368043,95396da684d4e7c273742d438824e2f9,10338,Спектакль «Ромео и Джульетта»,1
368044,95396da684d4e7c273742d438824e2f9,10346,Опера «Пиковая дама»,2
368045,95396da684d4e7c273742d438824e2f9,57846,Спектакль «Странная миссис Сэвидж»,1
368046,95396da684d4e7c273742d438824e2f9,227071,Спектакль «Кармен»,2
368047,95396da684d4e7c273742d438824e2f9,484835,Балет «Бахчисарайский фонтан»,1
368048,95396da684d4e7c273742d438824e2f9,798692,Экскурсия «Призрак оперы приглашает»,1
368049,95396da684d4e7c273742d438824e2f9,1244781,Спектакль «Полет над гнездом кукушки»,1
368050,95396da684d4e7c273742d438824e2f9,1244986,Спектакль «Не покидай меня»,1
368051,95396da684d4e7c273742d438824e2f9,1320823,Спектакль «Завтра была война»,1
368052,95396da684d4e7c273742d438824e2f9,1320889,Спектакль «Алые паруса»,1
