,user_id,event_id,event_name,clicks_count
8144,03494db81bdc49e75d0823e9917658ba,1405064,Мюзикл «Рок»,1
8145,03494db81bdc49e75d0823e9917658ba,1413221,Спектакль «С любимыми не расставайтесь»,2
8158,034aacfbfef405a9ed8de4d24db78f8a,372659,Спектакль «Портрет Дориана Грея»,1
8159,034aacfbfef405a9ed8de4d24db78f8a,1244043,Мюзикл «Дубровский»,1
8160,034aacfbfef405a9ed8de4d24db78f8a,1339002,Спектакль «Записки из Мертвого дома»,2
8161,034aacfbfef405a9ed8de4d24db78f8a,1441911,"Спектакль «Майская ночь, или Утопленница»",1
8226,03512924bd3a7cdccf7d9cf6ac121245,1393773,Фестиваль «Искусство жить»,16
8227,03512924bd3a7cdccf7d9cf6ac121245,1420794,Концерт «В кругу друзей»,2
8228,03512924bd3a7cdccf7d9cf6ac121245,1437398,Квартирник «Открытый микрофон»,2
8292,0356e0a7310172396037390db712f607,1356304,Выставка «Дети галактики»,2
8497,036fe8b3fe742ffc1820159a22298cd6,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,1
8647,0380a690ba4218825033e454d5863b66,1339002,Спектакль «Записки из Мертвого дома»,2
8650,03810301f5f7f2bbefd64bf26fcfac2a,1245013,Выставка «Вторжение динозавров»,3
8651,03810301f5f7f2bbefd64bf26fcfac2a,1355478,Лекция «Сегодня в кадре»,1
8776,0391728da369050134957481367e3337,1245646,Экскурсия по экспозиции «Шахта»,1
8979,03a934dfb2d7b20d6d9b025b5999622d,10393,Спектакль «Королева красоты»,4
9000,03aaff589200ba3672681832e85f153b,1360724,Встреча «В шахте»,1
9087,03b939fe228c9a8f95a7a9f021bb7dba,10402,Спектакль «Электра»,2
9088,03b939fe228c9a8f95a7a9f021bb7dba,1244043,Мюзикл «Дубровский»,3
9090,03b939fe228c9a8f95a7a9f021bb7dba,1339002,Спектакль «Записки из Мертвого дома»,1
9091,03b939fe228c9a8f95a7a9f021bb7dba,1354824,Балет «Лебединое озеро»,1
9118,03bdcb009eac984dddff50a4111c6a62,1428191,Квест по выставке «Белово. Всегда в центре»,1
9283,03d439c4e9009fb4b03de124015c3ecf,188744,Спектакль «Летние осы кусают нас даже в ноябре»,1
9311,03d6c2677ab1ca9d3de13dfe147d737d,1354824,Балет «Лебединое озеро»,1
9312,03d6c2677ab1ca9d3de13dfe147d737d,1354837,Спектакль «Жизель»,1
9313,03d6c2677ab1ca9d3de13dfe147d737d,1356304,Выставка «Дети галактики»,1
9377,03dc945893728ba3e9345900d03be9ac,1242729,Спектакль «Нос»,1
9491,03e8ddde8b92ee9ce9b382283dbe2ce7,1457245,"Моноспектакль «Про Федота-стрельца, удалого молодца»",1
9545,03efb8405df785b3e5da3bbd78e8bced,1353267,Программа «В ритме слова»,1
9546,03efb8405df785b3e5da3bbd78e8bced,1356304,Выставка «Дети галактики»,1
9547,03efb8405df785b3e5da3bbd78e8bced,1384827,Интерактивная экскурсия по выставке «Дети галактики»,1
9548,03efb8405df785b3e5da3bbd78e8bced,1402273,Экскурсия «По музею в сумерках»,1
9549,03efb8405df785b3e5da3bbd78e8bced,1407941,Выставка «300 лет на страже закона и справедливости»,1
9594,03f929e5f6a0b7d34d8b3338b9b7ba40,1421259,Спектакль «Анна Каренина»,1
9647,04008e3e3caa7f26abe36fce630ea929,10393,Спектакль «Королева красоты»,1
9648,04008e3e3caa7f26abe36fce630ea929,1241915,Спектакль «Первые не уходят»,1
9669,04029fdd58126b65e15d83a09a6e793a,858811,Мюзикл «Парижские тайны»,2
9670,04029fdd58126b65e15d83a09a6e793a,1245570,Выставка «Как Россия прирастала Кузбассом»,2
9735,04097938490be7d4c6bc75f664dbb0ae,1413221,Спектакль «С любимыми не расставайтесь»,1
9736,04097938490be7d4c6bc75f664dbb0ae,1421259,Спектакль «Анна Каренина»,1
9737,04097938490be7d4c6bc75f664dbb0ae,1431845,Спектакль «История от Матвея»,1
9789,04100bbf80ccd87023870941f7683751,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,1
