ID;Учреждение;Адрес;ИНН;Категория;Код
25849;МБУ «Дворец культуры «Тракторостроитель»;Алтайский край, г Рубцовск, пр-кт Ленина, д 7;2209024381.0;Дворцы культуры и клубы;22
25875;МБУК «Музейно-выставочный комплекс им. В. Ф. Мамонтова»;Нижегородская обл, Уренский р-н, г Урень, ул Ленина, д 95А;5235006909.0;Музеи и галереи;52
25881;ООО «РОТЕКС»;г Москва, ул Садовническая, д 71;7704787852.0;Организатор конференций и выставок;77
25885;МБУ «Пестречинская Централизованная клубная система»;Респ Татарстан, Пестречинский р-н, с.Пестрецы, Советская, д 9;1633607316.0;Дворцы культуры и клубы;16
25886;МБУ «Районный Дом культуры» Буинского МР;Респ Татарстан, Буинский р-н, г Буинск, ул Р.Люксембург, д 157;1614008910.0;Дворцы культуры и клубы;16
25892;Муниципальное бюджетное учреждение «Центр по культурно-досуговому обслуживанию населения» Камско-Устьинского муниципального района;Респ Татарстан, Камско-Устьинский р-н, пгт Камское Устье, Карла Маркса;1622005768.0;Дворцы культуры и клубы;16
25907;ГБУК «Историко-культурный комплекс «Новая Слобода»;Белгородская обл, Краснояружский р-н, с Колотиловка, ул Школьная;3113002371.0;Дворцы культуры и клубы;31
25912;МБУ «Старо-Курмашевский сельский дом культуры»;Респ Татарстан, Актанышский р-н, с Старое Курмашево, ул Центральная;1604007642.0;Дворцы культуры и клубы;16
25916;МБУ «Поисевский СДК»;Респ Татарстан, Актанышский р-н, с Поисево, 21;1604007681.0;Дворцы культуры и клубы;16
25917;МБУ «Старобугадинский сельский дом культуры»;Респ Татарстан, Актанышский р-н, с Старые Бугады, ул Центральная, д 58;1604007674.0;Дворцы культуры и клубы;16
25923;МБУ «Кировский СДК»;Респ Татарстан, Актанышский р-н, п Совхоза имени Кирова, ул Кирова, д 39;1604007610.0;Дворцы культуры и клубы;16
26045;Государственное бюджетное учреждение культуры Новосибирской области «Молодёжный драматический театр «На окраине»»;Новосибирская обл, Карасукский р-н, г Карасук, ул Совхозная, зд 119;5422110995.0;Театры;54
26049;Арт-галерея «Диас»;Иркутская обл, г Иркутск, ул Седова, д 40;381200088878.0;Музеи и галереи;38
26051;МБУ «Актанышбашский СДК»;Респ Татарстан, Актанышский р-н, д Актанышбаш, ул Школьная, зд 21;1604007723.0;Библиотеки;16
26152;Опера Ателье;г Санкт-Петербург, ул Декабристов, д 37;781418012500.0;Прочее;78
26233;МБУ «РДК» Спасского района;Респ Татарстан, Спасский р-н, г Болгар, ул Пионерская, зд 40;1637006500.0;Дворцы культуры и клубы;16
26240;МБУ «Досуговый центр» Буинского муниципального района РТ;Респ Татарстан, Буинский р-н, г Буинск, ул Р.Люксембург, д 65;1614000999.0;Прочее;16
26249;МБУ «ТЭА «Ильхам» г.Нижнекамска»;Респ Татарстан, Нижнекамский р-н, г Нижнекамск, пр-кт Химиков;1651054880.0;Концертные площадки;16
26258;Муниципальное автономное учреждение культуры города Набережные Челны «Театр танца «Булгары»;Респ Татарстан, г Набережные Челны, им Габдуллы Тукая наб, д 31;1650085109.0;Театры;16
26285;МАУК «Концертный зал имени Сары Садыковой»;Респ Татарстан, г Набережные Челны, пр-кт Хасана Туфана, д 23;1650137163.0;Концертные площадки;16
26302;МБУ «Музей Героя Советского Союза П. М. Гаврилова в д. Альвидино» Пестречинского МР РТ;Респ Татарстан, Пестречинский р-н, с Альвидино, ул Колхозная, д 1;1633607700.0;Музеи и галереи;16
26314;МАУК «Дворец культуры «Энергетик»;Респ Татарстан, г Набережные Челны, им Габдуллы Тукая наб, д 31;1650026382.0;Дворцы культуры и клубы;16
26326;МБУ «Балтасинская централизованная сельская клубная система»;Респ Татарстан, Балтасинский р-н, пгт Балтаси;1612006635.0;Дворцы культуры и клубы;16
26339;МБУ«Татарско-Суксинский СДК»;Респ Татарстан, Актанышский р-н, с Татарские Суксы, ул Гагарина, зд 1Б;1604007843.0;Дворцы культуры и клубы;16
26383;МБУ «Городской Дворец культуры Елабужского муниципального района»;Респ Татарстан, Елабужский р-н, г Елабуга;1646028789.0;Дворцы культуры и клубы;16
26399;МАУК «Джазовый оркестр «Визит»;Респ Татарстан, г Набережные Челны, ул Столбовая, 53;1650156840.0;Концертные площадки;16
26417;Муниципальное автономное учреждение «Театр современного танца г. Улан-Удэ «Угол зрения»;Респ Бурятия, г Улан-Удэ, ул Радикальцева, д 5А;326010195.0;Театры;3
26420;МУК «Глазовский районный историко-краеведческий музейный комплекс»;Удмуртская Респ, Глазовский р-н, Глазов, Кирова, 11;1805001055.0;Музеи и галереи;18
26421;МБУ «Адаевский СДК»;Респ Татарстан, Актанышский р-н, с Адаево, ул Горького, д 2;1604007931.0;Дворцы культуры и клубы;16
26425;МАУК «Культурный центр «Октябрь»;Белгородская обл, Белгородский р-н, г. Белгород, Николая Островского, 20;3123469038.0;Дворцы культуры и клубы;31
26428;Муниципальное Автономное Учреждение Центр Русской Культуры «Русский дом»;Удмуртская Респ, г Ижевск, Воткинское ш, д 118;1833016335.0;Прочее;18
26432;МБУК «ДК им. С. Саид-Галиева»;Респ Татарстан, г Казань, ул Советская, зд 18;1660017980.0;Дворцы культуры и клубы;16
26434;МБУК «Районный дом культуры «Юность»;Респ Татарстан, Менделеевский р-н, г Менделеевск, ул Бурмистрова, 3;1627007261.0;Кинотеатры;16
26438;МБУК г. Казани «Дворец культуры «Юность»;Респ Татарстан, г Казань, ул Химиков, д 11;1658022830.0;Дворцы культуры и клубы;16
26439;Муниципальное бюджетное учреждение культуры «Центр народного художественного творчества «Радушенька»;Архангельская обл, Коношский р-н, рп Коноша, ул Речная, д 24;2912004447.0;Дворцы культуры и клубы;29
26447;Государственное автономное учреждение дополнительного образования Свердловской области «Детская школа искусств города Серова»;Свердловская обл, г Серов, ул Кузьмина, 11;6680002229.0;Прочее;66
26457;МБОУДО «Азнакаевская ДШИ»;Респ Татарстан, Азнакаевский р-н, г Азнакаево, ул Багаутдинова, д 10;1643005230.0;Образовательные учреждения;16
26459;МБУК «Музей истории Сибирского тракта и Мусы Джалиля»;Респ Татарстан, Балтасинский р-н, д Карадуван, ул Сибирский тракт, д 49;1612006875.0;Музеи и галереи;16
26463;МБУК «Дворец культуры Железнодорожников»;Респ Татарстан, г Казань, ул Ильича,  д 1 к 1 ;1656107221.0;Дворцы культуры и клубы;16
26464;МБУК г. Казани «Дом культуры в жилом массиве Вознесенское»;Респ Татарстан, г Казань, ул Нардуган, 45;1660181549.0;Дворцы культуры и клубы;16
26466;МБУК г. Казани «Культурно-досуговый комплекс им. В. И. Ленина»;Респ Татарстан, г Казань, ул Копылова, д 2А;1661010401.0;Дворцы культуры и клубы;16
26476;МБО ДО «Алексеевская ДШИ»;Респ Татарстан, Алексеевский р-н, пгт Алексеевское;1605003626.0;Образовательные учреждения;16
26478;МБУК г.Казани «Дом культуры в жилом массиве Отары»;Респ Татарстан, г Казань, ул Калинина;1655395432.0;Дворцы культуры и клубы;16
26486;МБУК г. Казани «Дом культуры в жилом массиве Северный»;Респ Татарстан, г Казань, ул Кутузова, д 15;1661035406.0;Дворцы культуры и клубы;16
26487;Муниципальное бюджетное учреждение «Централизованная клубная система Елабужского муниципального района»;Респ Татарстан, Елабужский р-н, г Елабуга, Набережная, 5;1646028806.0;Дворцы культуры и клубы;16
26492;ГАПОУ «Елабужский колледж культуры и искусств»;Респ Татарстан, Елабужский р-н, г Елабуга, ул Набережная, д 7;1646009708.0;Образовательные учреждения;16
26500;МБУК г. Казани «ДК в Жилом Массиве Константиновка»;Респ Татарстан, г Казань, ул Интернациональная;1661059485.0;Дворцы культуры и клубы;16
26513;МБУ «Культурно-спортивный центр»;Ямало-Ненецкий АО, Приуральский р-н, пгт Харп, ул Дзержинского, д 7;8908002060.0;Дворцы культуры и клубы;89
26610;Саха академический театр имени Платона Алексеевича Ойунского;Респ Саха /Якутия/, г Якутск;1435026990.0;Театры;14
26701;МБУ «ДК им. Г. Тукая»;Оренбургская обл, г Бугуруслан, ул М.Джалиля, 19;5602008140.0;Дворцы культуры и клубы;56
26710;МБУК «Районный дом культуры» Лаишевского муниципального района и города Лаишево;Респ Татарстан, Лаишевский р-н, г Лаишево, ул Лебедевой;1624012672.0;Дворцы культуры и клубы;16
26726;МБУ ДО «ДМШ №1 им. Э. Бакирова»;Респ Татарстан, Елабужский р-н, г Елабуга, ул Строителей, д 5;1646012002.0;Образовательные учреждения;16
26729;МАУК «Дворец культуры нефтехимиков»;Оренбургская обл, г Орск, пр-кт Ленина, д 41;5615016406.0;Дворцы культуры и клубы;56
26747;Муниципальное бюджетное учреждение г. Казани «Дом культуры в жилом массиве Кадышево»;Респ Татарстан, г Казань, ул Рихарда Зорге (Кадышево), 6Б;1661042001.0;Дворцы культуры и клубы;16
26803;ГАОУ ВО НСО «Новосибирский государственный театральный институт»;Новосибирская обл, г Новосибирск, ул Революции, 6;5407263002.0;Образовательные учреждения;54
26809;ГКУ «ГААТ «Кабардинка»;Кабардино-Балкарская Респ, г Нальчик, мкр Долинск, пр-кт Шогенцукова;711039260.0;Концертные площадки;7
26824;АМУ «Культурный центр Чистай»;Респ Татарстан, Чистопольский р-н, г Чистополь, ул Ленина, д 17А;1652017369.0;Дворцы культуры и клубы;16
26840;МБУК «Городской Дворец культуры железнодорожников»;Брянская обл, г Брянск, ул Дзержинского, д 2А;3257076511.0;Дворцы культуры и клубы;32
26932;МБУК «Уренская централизованная библиотечная система»;Нижегородская обл, Уренский р-н, г Урень, ул Советская, 26;5235004980.0;Библиотеки;52
27080;Частное учреждение культуры «Дворец культуры нефтехимиков»;Нижегородская обл, Кстовский р-н, г Кстово, ул Талалушкина, д 15;5250020908.0;Дворцы культуры и клубы;52
27213;МБУ «Барнаульский духовой оркестр»;Алтайский край, г Барнаул;2224045925.0;Оркестр;22
27223;МАУК Стеклозаводский ДК;Нижегородская обл, г Бор, Стеклозаводское ш, д 25;5246020260.0;Дворцы культуры и клубы;52
27271;МБУ «Беляевский районный Дом культуры»;Оренбургская обл, Беляевский р-н, с Беляевка, ул Ленинская, д 42в;5623030041.0;Дворцы культуры и клубы;56
27316;Частное учреждение музей «Царь-Макет страны»;г Москва, ул Константинова, д 11А;9717064692.0;Музеи и галереи;77
27367;Муниципальное бюджетное учреждение культуры «Централизованная клубная система» (Районный дом культуры) Аксубаевского муниципального района РТ;Респ Татарстан, Аксубаевский р-н, пгт Аксубаево, ул Романова, д 8;1603007030.0;Дворцы культуры и клубы;16
27419;МБУ «Сабинская ЦСКС» Районный дом культуры;Респ Татарстан, Сабинский р-н, пгт Богатые Сабы, ул Г.Закирова, д 27;1635008029.0;Дворцы культуры и клубы;16
27422;Муниципальное учреждение культуры «Балейский межпоселенческий культурно-досуговый центр»;Забайкальский край, Балейский р-н, г Балей, ул Профсоюзная, д 5а;7528005962.0;Дворцы культуры и клубы;75
27467;МБУК г. Казани «Дом культуры «Полимер»;Респ Татарстан, г Казань, ул Рахимова, 29;1658022816.0;Дворцы культуры и клубы;16
27475;МБУ «Староаймановский СДК»;Респ Татарстан, Актанышский р-н, с Старое Айманово, ул Новая;1604007850.0;Дворцы культуры и клубы;16
27488;АНО «Казанский камерный театр «Сдвиг»;Респ Татарстан, г Казань, ул Лобачевского, 11/3;1660289920.0;Театры;16
27517;МБУ «Старосафаровский СДК»;Респ Татарстан, Актанышский р-н, с Старое Сафарово, ул М.Вахитова, д 16;1604007593.0;Дворцы культуры и клубы;16
27520;ГАУК ПО «Центр культурного развития»;Пензенская обл, г Пенза, ул Ленинградская, 1а;5836694079.0;Дворцы культуры и клубы;58
27533;Музей Москва-Сити;г Москва, Пресненская наб, д 6;7704026946.0;Музеи и галереи;77
27563;МБУ «Старобайсаровский СДК»;Респ Татарстан, Актанышский р-н, с Старое Байсарово, ул Советская, д 25;1604007650.0;Дворцы культуры и клубы;16
27663;АНО «Арт-Кластер Галерея Паркер»;Челябинская обл, г Челябинск, ул Цвиллинга, д 25;7447303054.0;Музеи и галереи;74
27668;МБУК «Казанская городская филармония»;Респ Татарстан, г Казань, ул Островского, д 25;1655415777.0;Концертные площадки;16
27708;ЧУ «Музей балалайки»;Ульяновская обл, г Ульяновск, ул Бебеля, д 19;7325997060.0;Музеи и галереи;73
27741;Театральная лаборатория КукLab;г Москва, ул Смоленская;504791480012.0;Театры;77
27759;МБУК «ЦКС Сакмарского района»;Оренбургская обл, Сакмарский р-н, с Сакмара, ул Ленина, д 2;5642009373.0;Дворцы культуры и клубы;56
27775;Галерея «Хрупкие мечты»;Нижегородская обл, г Нижний Новгород, ул Народная, д 2Б;5257077036.0;Музеи и галереи;52
27858;МБУ «ЦКС администрации Волжского МР»;Респ Марий Эл, Волжский р-н, с Помары, ул Станционная, д 1;1201005057.0;Дворцы культуры и клубы;12
27881;ООО «ФБО Голдбилет»;Краснодарский край, г Краснодар;2311262531.0;Дворцы культуры и клубы;23
27895;Муниципальное учреждение Городской Центр культуры;Респ Марий Эл, г Волжск, ул Дружбы, д 16А;1216009167.0;Дворцы культуры и клубы;12
27901;МУК «Историко-краеведческий музейный комплекс» Оршанского муниципального района РМЭ;Респ Марий Эл, Оршанский р-н, пгт Оршанка, ул Советская, д 112;1210003850.0;Музеи и галереи;12
27902;Муниципальное автономное учреждение культуры «Дворец культуры имени В. И. Ленина»;Респ Марий Эл, г Йошкар-Ола, ул Машиностроителей, д 22А;1215105090.0;Дворцы культуры и клубы;12
27905;МБУК «Мари-Турекская межпоселенческая централизованная клубная система»;Респ Марий Эл, Мари-Турекский р-н, пгт Мари-Турек, ул Комсомольская, д 29;1206005614.0;Дворцы культуры и клубы;12
27907;МБУК «ДК им. XXX-летия Победы»;Респ Марий Эл, г Йошкар-Ола, ул Первомайская, д 109;1215019726.0;Дворцы культуры и клубы;12
27909;МБУК «Новоторъяльская ЦКС»;Респ Марий Эл, Новоторъяльский р-н, пгт Новый Торъял, ул Культуры, д 20;1226000011.0;Дворцы культуры и клубы;12
27917;МБУ «АЦКД им. Слепцовой М. А.»;Респ Саха /Якутия/, Абыйский у, с Абый, ул Баронова, д 2;1401000088.0;Дворцы культуры и клубы;14
27919;МБУК «Централизованная (межпоселенческая) клубная система» Килемарского муниципального района Республики Марий Эл;Респ Марий Эл, Килемарский р-н, пгт Килемары, ул Садовая, д 56;1204003516.0;Дворцы культуры и клубы;12
27943;Театр «Легенда»;г Санкт-Петербург, ул Выборгская, д 4;780212288623.0;Театры;78
27952;Муниципальное бюджетное учреждение культуры «Дом культуры микрорайона «Северный»;Нижегородская обл, Городецкий р-н, г Городец, пл Ватутина, д 6;5248035590.0;Дворцы культуры и клубы;52
28000;Театр «Диалектика»;Астраханская обл, г Астрахань, ул Свердлова, д 62;301509712018.0;Театры;30
28027;Нижегородский независимый Театр на Счастливой;Нижегородская обл, г Нижний Новгород, ул Дьяконова, д 1Е;525624158731.0;Театры;52
28028;Театр кукол «Мабу»;Нижегородская обл, г Нижний Новгород;526317954282.0;Театры;52
28047;МБУК г. Казани «Дом культуры в жилом массиве Нагорный»;Респ Татарстан, Татарстан Респ, г Казань;1660283124.0;Дворцы культуры и клубы;16
28072;МБУК г. Казани «Дом культуры в жилом массиве Мирный»;Респ Татарстан, г Казань, ул Ново-Давликеевская, 4а;1659140548.0;Дворцы культуры и клубы;16
28095;МУК «Централизованная клубная система» Советского муниципального района;Респ Марий Эл, Советский р-н, пгт Советский, ул Ломоносова;1213004795.0;Дворцы культуры и клубы;12
28106;МБУК «Моркинская централизованная клубная система»;Респ Марий Эл, Моркинский р-н, пгт Морки, ул Советская, д 7;1225000033.0;Дворцы культуры и клубы;12
28110;МБУК г. Казани «Школа рока»;Респ Татарстан, г Казань;1655337751.0;Дворцы культуры и клубы;16
28114;Александринский театр тестовое;;;;
28120;ОГАУ «МТЦ» Ульяновский молодёжный театр»;Ульяновская обл, г Ульяновск, ул Железной Дивизии, 6;7325162328.0;Театры;73
28121;ТПО «Нижне-Волжская Студия Кинохроники»;Саратовская обл, г Саратов, ул Октябрьская, д 43;6450945620.0;Кинотеатры;64
28144;Муниципальное бюджетное учреждение «Межпоселенческое социально-культурное объединение»;Респ Карелия, Беломорский р-н, г Беломорск, ул Ленинская, д 29;1011008388.0;Дворцы культуры и клубы;10
28154;SmartBilet;г Москва;7802816445.0;Система продажи билетов;77
28158;АНО «Санкт-Петербургский театр «Кукольный формат (КУКФО)»;г Санкт-Петербург, Апраксин пер, 19-21;7840290354.0;Театры;78
28171;Зоопарк «Лимпопо»;Нижегородская обл, г Нижний Новгород, ул Ярошенко, д 7Б;5259093442.0;Зоопарк;52
28181;ТОГАУК «Академический симфонический оркестр имени С.В. Рахманинова»;Тамбовская обл, г Тамбов, ул Державинская, д 5;6829159989.0;Оркестр;68
28188;АНО «Студия творческих проектов «Кафедра»;Костромская обл, г Кострома, мкр Паново;4401197721.0;Театры;44
28190;МБУ КГО «Центр культурного развития»;Респ Карелия, г Костомукша, ул Надежды, д 5;1004018770.0;Дворцы культуры и клубы;10
28191;АНОК «Нескучный Нижний»;Нижегородская обл, г Нижний Новгород, ул Ульянова;5260985817.0;Образовательные учреждения;52
28192;Творческое объединение «Нетеатр»;Нижегородская обл, г Нижний Новгород;5262339590.0;Театры;52
28193;АНО «Центр развития культуры и современного искусства»;Респ Бурятия, г Улан-Удэ, ул Коммунистическая, д 19;326590796.0;Дворцы культуры и клубы;3
28194;Radario;г Москва;7801562290.0;Система продажи билетов;77
28196;Кассир.ру;г Москва;7841075409.0;Система продажи билетов;77
28198;Билетон;г Москва;1655247770.0;Система продажи билетов;77
28201;ProfTicket (Дилявер);г Москва;7703701309.0;Система продажи билетов;77
28212;Терем Снегурочки;Костромская обл, г Кострома, ул Лагерная, д 38/13;4401056417.0;Музеи и галереи;44
28213;Музей сыра;Костромская обл, г Кострома, ул Чайковского, д 19;440112276878.0;Музеи и галереи;44
28216;НКПФ «Детская инициатива»;Нижегородская обл, г Нижний Новгород, ул Канавинская, д 2;5263056860.0;Театры;52
28227;АНО ТаКТ;Ростовская обл, г Таганрог;6154154481.0;Театры;61
28228;ИП Герасимов Андрей Анатольевич;Мурманская обл, г Мурманск, пр-кт Ленина, д 82;519240178280.0;Индивидуальный предприниматель;51
28235;ЧУ Музей «Насекомые мира»;Краснодарский край, г Армавир, ул Песчаная, 14;2372027479.0;Музеи и галереи;23
28237;АНО «Театр ЦСД»;Свердловская обл, г Екатеринбург, ул Малышева, 145А, лит.Ф;6670475794.0;Театры;66
28241;Музей советского детства;Московская обл, г Сергиев Посад, г Сергиев Посад, ул Карла Маркса, 7/16;366221831593.0;Музеи и галереи;50
28252;Интерактивный музей «Дедушкин чердак»;г Москва, Измайловское ш, д 73Ж;771512930357.0;Музеи и галереи;77
28253;Музей чая «Море чая»;г Санкт-Петербург, наб Реки Фонтанки;780636464382.0;Музеи и галереи;78
28254;Театр «Марина»;Нижегородская обл, г Нижний Новгород, ул Достоевского, д 15;526713954282.0;Театры;52
28255;ООО «Торжокские золотошвеи»;Тверская обл, г Торжок, Калининское ш;6915012845.0;Музеи и галереи;69
28256;Музей эмальерного искусства «Эмалис»;Ярославская обл, г Ярославль, Тверицкая наб;526209669859.0;Музеи и галереи;76
28261;Новый драматический театр «Liberta»;Респ Татарстан, г Набережные Челны;165017751809.0;Театры;16
28271;Общество с ограниченной ответственностью «Рексейл»;Краснодарский край, г Новороссийск, ул Малоземельская, д 14А;2315155876.0;Концертные площадки;23
28272;ИП Медведев Фарид Наильевич;Ульяновская обл, Ульяновск ;732607704747.0;Индивидуальный предприниматель;73
28277;ИП Рубиновский Борис Александрович;Удмуртская Респ, г Ижевск;183100717256.0;Индивидуальный предприниматель;18
28287;Bileter.ru;г Санкт-Петербург;7840404467.0;Система продажи билетов;78
28289;Владимир-Концерт;Владимирская обл, г Владимир, ул Северная, д 2А;3302015697.0;Прочее;33
28296;Дагестанский некоммерческий фонд «Россия – моя история. Город Махачкала»;Респ Дагестан, г Махачкала, пр-кт Имама Шамиля, д 58;572016086.0;Музеи и галереи;5
28298;Общество с ограниченной ответственностью «Всепродано.Ру»;г Москва, ул Сокольнический Вал, д 2А;9718145810.0;Прочее;77
28309;Автономная некоммерческая организация «Театр-студия «Бенефис»;Омская обл, г Омск, ул Ленина, д 45;5504161937.0;Театры;55
28312;mini театр;Челябинская обл, г Челябинск, ул Плеханова, д 45;745303683913.0;Театры;74
28314;ООО «Софит»;г Санкт-Петербург, Лермонтовский пр-кт, 7А, литера А;7838428291.0;Концертные и театральные агентства;78
28321;Научное бюджетное учреждение Курской области «Научно-методический центр Музыкальной Культуры и Искусства»;Курская обл, г Курск, ул Сонина;4632276427.0;Дворцы культуры и клубы;46
28323;Музей занимательного здоровья;Астраханская обл, г Астрахань, ул Боевая, стр 2а;301608328170.0;Музеи и галереи;30
28328;ООО «Мир билетов»;Краснодарский край, г Сочи;2320251342.0;Система продажи билетов;23
28330;АНО «МДТО» (Музей Транспорта Москвы);г Москва;9710077999.0;Музеи и галереи;77
28331;Автономная некоммерческая организация Культурно-выставочный центр «Вологодский музей детства»;Вологодская обл, г Вологда, Советский пр-кт;3525419284.0;Музеи и галереи;35
28332;Автономная некоммерческая организация туристического и культурного развития «РАВЕЛИН»;г Севастополь, ул Советская, д 46;9201520623.0;Музеи и галереи;92
28334;Национальный фонд развития гуманитарного знания «Перспектива»;г Москва, ул Большая Спасская, 8;7708261806.0;Концертные и театральные агентства;77
28337;Театр «Место действия»;Самарская обл, г Самара, ул Никитинская, д 53;631108557718.0;Театры;63
28340;ООО «Бенефис»;г Москва, ул Мясницкая, д 22;7708299990.0;Театры;77
28341;Станиславский.com;Чувашская республика Чувашия, г Чебоксары, ул К.Маркса, д 52;212911371534.0;Театры;21
28342;ООО «ОрбитальСофт»;г Москва;6027144917.0;Прочее;77
28344;ООО «Городская панорама»;Респ Татарстан, г Казань, ул Дзержинского, д 7;1655377190.0;Музеи и галереи;16
28345;Муниципальное бюджетное учреждение Центр культуры и досуга «Звёздный»;Респ Марий Эл, г Волжск, ул 107 Бригады;1216007057.0;Дворцы культуры и клубы;12
28346;ХРОО «Культурно-просветительский центр «Мир говорящих машин»;Хабаровский край, г Хабаровск, ул Фрунзе, д 50;2721239416.0;Музеи и галереи;27
28356;ООО «Поехали»;Московская обл, г Коломна, пл Восстания;5022051833.0;Прочее;50
28357;Автономная некоммерческая организация «Театральная студия «Мастерская Брусникина»;г Москва, Переведеновский пер, д 18;7708264589.0;Театры;77
28358;ООО «Пешеланский гипсовый завод»;Нижегородская обл, Арзамасский р-н, п Пешелань;5202002458.0;Музеи и галереи;52
28366;Шоу-макет «Золотое кольцо»;Ярославская обл, Ярославль;760212031738.0;Музеи и галереи;76
28368;TiWO;г Москва;7714441959.0;Система продажи билетов;77
28369;Qtickets;г Москва;691409465152.0;Система продажи билетов;77
28378;Чебоксарский Камерный театр;Чувашская республика Чувашия, г Чебоксары, ул К.Маркса;212900369491.0;Театры;21
28379;Музей Советского быта «Сделано в СССР»;Свердловская обл, г Екатеринбург, ул Чебышева, д 4;667208299080.0;Музеи и галереи;66
28386;ООО «Концертное агентство «Русконцерт»;г Москва, Краснопресненская наб, д 12;7731290001.0;Концертные и театральные агентства;77
28391;Государственное автономное учреждение «Военно-исторический центр «Дом офицеров Забайкальского края»;Забайкальский край, г Чита, ул Ленина, д 88;7536127770.0;Прочее;75
28397;ИП Мустахимов Зиннур Ильдусович;Удмуртская Респ, г Ижевск, ул Первомайская, д 14;183509679105.0;Театры;18
28398;Clubinka;Вологодская обл, г Череповец, ул Красная, д 28;352812501075.0;Система продажи билетов;35
28400;ООО «СПБ Концерт»;Ленинградская обл, Всеволожский р-н, г Мурино, Привокзальная пл, д 5-А;7842484010.0;Прочее;47
28402;ТЕАТРАЛЬНАЯ АССОЦИАЦИЯ «НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО «СТУДИЯ ПАНТЫКИНА»;Свердловская обл, г Екатеринбург;6672250450.0;Театры;66
28404;АНО ДТ «Круг»;г Санкт-Петербург, ул Касимовская, д 5;7816699812.0;Театры;78
28407;Театр-студия «Контекст»;Курганская обл, г Курган, ул Тобольная, д 62;450141631121.0;Театры;45
28409;ООО «Медиашоу»;г Санкт-Петербург, Московский пр-кт, д 97;7806526056.0;Прочее;78
28410;ООО «Успех»;Владимирская обл, г Владимир;3329080005.0;Музеи и галереи;33
28411;ИП Дьяконов Алексей Александрович;Пермский край, г Пермь, ул Яблочкова, д 35;592107922482.0;Индивидуальный предприниматель;59
28416;Автономная некоммерческая организация «Передвижной театр кукол «Аянша»;Респ Бурятия, г Улан-Удэ, ул Хоца Намсараева, д 2А;326562485.0;Театры;3
28417;ООО «Северный звук»;г Москва, ул Правды, д 24;7714423325.0;Концертные площадки;77
28419;ООО «ВсеКонцерты»;Респ Татарстан, г Казань, пр-кт Ямашева;1657230700.0;Прочее;16
28420;ООО «Гастроли»;Респ Башкортостан, г Уфа, ул 50-летия Октября, д 11/2;278938199.0;Концертные площадки;2
28425;ООО «Нижегородский концерт»;Нижегородская обл, г Нижний Новгород, ул Варварская, д 32;5260384478.0;Концертные площадки;52
28426;ООО «К-825»;г Севастополь, Таврическая наб, д 11;9728029499.0;Музеи и галереи;92
28427;ГБУ РЦ «Созвездие-Йолдызлык»;Респ Татарстан, г Казань, ул Гладилова, 49;1655078031.0;Концертные площадки;16
28428;ЧУ «Музей научных экспонатов и оптических иллюзий Парк чудес «Тринити»;Респ Бурятия, г Улан-Удэ, ул Корабельная, д 41;30901887517.0;Музеи и галереи;3
28430;ООО «Театрэйчди»;г Москва;7704329556.0;Прочее;77
28432;АНО Центр развития познавательного туризма «Земля Лугуя»;Ямало-Ненецкий АО, Шурышкарский р-н, с Мужи, ул Комсомольская;8901037554.0;Культурное наследие;89
28435;Avalter.ru;Респ Коми, г Сыктывкар;110102809720.0;Прочее;11
28437;АНО Центр развития инновационных и просветительских проектов «Академия цифрового творчества»;Респ Татарстан, Альметьевский р-н, г Альметьевск, ул Ленина, д 69А;1644097113.0;Музеи и галереи;16
28438;МАУ «Молодежный центр «Шатлык»;Респ Татарстан, г Набережные Челны, пр-кт Мира, д 59;1650119573.0;Прочее;16
28441;ООО «Центр развития культуры»;г Москва, Рублёвское ш, д 22;9731075777.0;Прочее;77
28442;Концертный зал «Автодор Арена»;Саратовская обл, г Саратов;645211646771.0;Концертные площадки;64
28445;Театр кукол «Туки–Луки»;Пермский край, г Пермь, ул Мира, д 39;5905995182.0;Театры;59
28447;ООО «Центральная лаборатория звука»;Томская обл, г Томск, пр-кт Фрунзе, д 23;7017307868.0;Прочее;70
28448;ООО «Команда Б»;Ярославская обл, г Ярославль, пр-кт Октября, д 42;7606121750.0;Прочее;76
28449;ГБУ ДО Костромской области «Дворец творчества»;Костромская обл, г Кострома, ул 1 Мая, д 12;4443022434.0;Образовательные учреждения;44
28450;ИП Закиров Загир Тагирович;Респ Татарстан, г Казань, ул Адоратского, д 34;165715594641.0;Индивидуальный предприниматель;16
28451;ООО «Планетарий 1»;г Санкт-Петербург, наб Обводного канала, д 74;7810752298.0;Музеи и галереи;78
28460;ООО «Концертный зал «Измайлово»;г Москва;7719189301.0;Концертные площадки;77
28461;Музей Истории Медицины и Фармации «РетроФармаМед»;г Санкт-Петербург, Невский пр-кт, 65;780609359396.0;Музеи и галереи;78
28463;Индивидуальный предприниматель Безруков Сергей Витальевич;г Москва, ул Малая Пироговская, д 8;772000842131.0;Театры;77
28469;ИП Васильева А. С.;обл Кемеровская область - Кузбасс, г Кемерово, ул Аллейная, д 9А;420543343839.0;Концертные площадки;42
28474;ООО «Совершенный мир»;г Санкт-Петербург, линия 3-я В.О., 42, Литер А;7801310896.0;Концертные и театральные агентства;78
28481;ИП Герасименко Руслан Анатольевич;г Москва, Волжский б-р;772278436372.0;Театры;77
